date,title,polarity,subjectivity,classification
20140101,Google Unit Cuts Moto X Phone Price,0.0,0.0,neu
20140102,Stocks to Watch: Urban Outfitters Plug Power Apple,0.0,0.0,neu
20140102,What Your CEO Is Reading,0.0,0.0,neu
20140102,Martha Stewart Living Macy's Settle Dispute,0.0,0.0,neu
20140102,Rovio Lets Angry Birds Roam Free,-0.04999999999999999,0.9,neg
20140102,The Morning Download: Skype Hack Has Implications for Consumerization,0.0,0.0,neu
20140102,Chinese Smartphone Maker Xiaomi Expands Into Singapore Aims to More than Double Smartphone Sales,0.16666666666666666,0.16666666666666666,pos
20140102,Rovio Exec: Why New 'Angry Birds' Is Free,0.012121212121212125,0.7515151515151516,pos
20140102,Study: Mobile Sales Hit Tipping Point in 2013,0.0,0.0,neu
20140102,Silicon Valley Bank Targets China Funds,0.0,0.0,neu
20140102,The Morning Risk Report: 3 Key Risk Areas for 2014,0.25,1.0,pos
20140102,Chinese Smartphone Maker Xiaomi's More Than Doubled Its Sales in 2013,0.25,0.25,pos
20140103,China Mobile's Costly iPhone Deal with Apple,0.0,0.0,neu
20140103,BlackBerry Sues Over its Best-Known Asset: The Keyboard,0.0,0.0,neu
20140103,Gracenote to Help Launch Music Services,0.0,0.0,neu
20140103,Andreessen: Tech Bubble Believers 'Don't Know What They're Talking About',0.0,0.0,neu
20140103,Liberty Media Unveils Plans for Sirius,0.0,0.0,neu
20140103,Law 2014: Patents Likely to Keep Top Billing in the News,0.25,0.75,pos
20140103,The Morning Download: Mandiant-FireEye Deal Reflects Security Needs,0.0,0.0,neu
20140103,Economic Upturn Helps Fuel Luxury Grab Bag Sales in Japan,0.2,0.2,pos
20140103,Samsung's New Year's Resolution: Get Rid of Old Habits,0.11818181818181818,0.32727272727272727,pos
20140105,Big Board Bests Nasdaq in Tech IPOs,0.0,0.1,neu
20140105,Consumer Electronics Show Keeps Reinventing Itself,0.0,0.0,neu
20140105,'Internet of Things' in Reach,0.0,0.0,neu
20140105,Car Makers at Consumer Electronics Show Tout Ways to Plug Autos Into the Web,0.0,0.0,neu
20140106,The Morning Risk Report: Era of Continual Risk Assessment,0.0,0.0,neu
20140106,Samsung Looks to Connect Smartphones Appliances,0.0,0.0,neu
20140106,The Morning Download: Why CIOs Should Care About CES,0.0,0.0,neu
20140106,Pandora Shares Surge to New High,0.1481818181818182,0.4972727272727272,pos
20140106,Trickle of Wearable Gadgets Becomes a Flood,0.0,0.0,neu
20140106,MakerBot Unveils a 3-D Printer Nearer to $1000,0.0,0.0,neu
20140106,Samsung Beefs Up Tablet Offerings for Businesses,0.0,0.0,neu
20140106,Samsung Unveils Tablet Offerings For Businesses With PRO Series At CES,0.0,0.0,neu
20140106,Samsung Forecasts Decline in Operating Profit,0.0,0.0,neu
20140106,AAP Unmoved by India Inc.'s Support,0.0,0.0,neu
20140107,Shark Tank Darling Breathometer Vows to Meet Huge Demand,0.4000000000000001,0.9,pos
20140107,Apple's 2013 App Store Sales Top $10 Billion,0.5,0.5,pos
20140107,Wearable Computers Worn By a Co-Worker Near You Eventually,0.1,0.4,pos
20140107,Smartphone Robots Could Be About to Invade Our Homes,0.0,0.0,neu
20140107,How Companies Face Up to Human Trafficking Risk,0.0,0.1,neu
20140107,Apple Opens Store on Alibaba's Tmall,0.0,0.0,neu
20140107,Apple Wants E-Book Monitor Removed,0.2,0.1,pos
20140107,How Companies Face Up to Human Trafficking Risk in Supply Webs,0.0,0.1,neu
20140107,Toshiba Says 4K Isn't Just For TVs,0.0,0.0,neu
20140107,Samsung Unveils Next Wave of Products After Earnings Hit,0.0,0.0,neu
20140107,Amazon's Current Employees Raise the Bar for New Hires,0.06818181818181818,0.42727272727272725,pos
20140107,Sales of Online Movies Jumps; DVDs Continue to Decline,0.0,0.0,neu
20140108,Vague Penney Shakes Up Investors,-0.5,0.5,neg
20140108,Timing of Apple Earnings Has Options Traders Scrambling,0.0,0.0,neu
20140108,NSA Fears Cause Some Companies to Move Data Out of US,0.0,0.0,neu
20140108,Ahead of China Mobile's iPhone launch smaller carriers are cutting prices to compete,-0.3,0.7,neg
20140108,Goldman Sachs Shake-Up Raises Profile of Chief Information Officer,0.0,0.0,neu
20140108,The Morning Risk Report: How To Avoid Caning By Activists,0.0,0.0,neu
20140108,Online Privacy Could Spark U.S.-EU Trade Rift,0.0,0.0,neu
20140108,French Watchdog Fines Google Over User Data,0.0,0.0,neu
20140108,Sharp President Trying To Change Inward-Looking Corp Culture,-0.125,0.75,neg
20140108,New Barnes CEO Must Tackle Nook,0.13636363636363635,0.45454545454545453,pos
20140109,The Morning Ledger: Pension-Accounting Change Could Lift Earnings,0.0,0.0,neu
20140109,Apple Devices Flow Into Corporate World,0.0,0.0,neu
20140109,Apple Samsung Plan Patent Settlement Talks,0.0,0.0,neu
20140109,Banks Cut as Mortgage Boom Ends,0.0,0.0,neu
20140109,Saudi's Prince Alwaleed Reinstates Banned TV Anchor,0.0,0.0,neu
20140109,Why Microsoft Hasn't Yet Chosen a New CEO,0.13636363636363635,0.45454545454545453,pos
20140109,The Morning Download: NSA Spying Eroding Trust in U.S. Cloud,0.0,0.0,neu
20140109,Barnes & Noble's Digital-Content Sales Fell 27% Over Holidays,0.6,0.9,pos
20140109,IBM Set to Expand Watson's Reach,0.0,0.0,neu
20140110,U.S. Appeals Court Backs Apple in Patent Case,0.0,0.0,neu
20140110,Nasdaq Halts Options Trading on One Exchange,0.0,0.0,neu
20140110,Barnes & Noble Executive Leaves to Join Wal-Mart Unit,0.6,0.9,pos
20140110,The Morning Download: NSA Choking on Data,0.0,0.0,neu
20140111,Naughty America in Ultra-High-Definition,-0.15000000000000002,0.9,neg
20140112,Chinese Startup Hopes to Capture Apple's Magic,0.25,0.5,pos
20140113,Roche Names New Chief Medical Officer,0.06818181818181818,0.22727272727272727,pos
20140113,Are You Vain Enough to Get Ahead?,0.0,0.5,neu
20140113,After Its Gold Debacle SNB Has More Luck With U.S. Equities,0.5,0.5,pos
20140113,Judge Criticizes Apple's Handling of Court-Appointed Lawyer,0.0,0.0,neu
20140113,What Secrets Your Phone Is Sharing About You,0.0,0.0,neu
20140113,Google To Buy Nest Labs for $3.2 Billion: 'Fantastic' Return for Investors,0.4,0.9,pos
20140113,The Morning Download: New Contractors to Oversee HealthCare.gov,0.13636363636363635,0.45454545454545453,pos
20140113,Corporate Watch,0.0,0.0,neu
20140113,Google To Buy Nest Labs for $3.2 Billion,0.0,0.0,neu
20140113,Google's Latest Deal: $3.2 Billion For Nest,0.5,0.9,pos
20140113,Elliott's Cold Welcome for Juniper Chief,0.10000000000000003,0.95,pos
20140113,"Israel's Serendip Plan Marketing Push for ""Personal Radio""",0.0,0.3,neu
20140114,The Morning Ledger: Firms Face Tougher Audits,0.0,0.0,neu
20140114,The Morning Download: Google's Nest-Building May Alarm Privacy Hawks,0.0,0.0,neu
20140114,A Weekly Gamble for Options Traders,0.0,0.0,neu
20140114,The Morning Risk Report: What Bridgegate Says About Email Use,0.0,0.0,neu
20140115,Apple CEO Signals Company Plans to Broaden Alliance with China Mobile,0.0,0.0,neu
20140115,Apple Settles Complaint Over Kids' Mobile App Charges,-0.3,0.2,neg
20140115,Seahawks-49ers: The NFL's Nerd Bowl,0.0,0.0,neu
20140115,Apple Settles FTC Complaint Over App Charges,-0.3,0.2,neg
20140115,Speed Testing the New China Mobile iPhones,0.13636363636363635,0.45454545454545453,pos
20140115,Hewlett-Packard Is Back in the Cutthroat Smartphone Market,0.0,0.0,neu
20140115,Google Appeals Against French Fine,0.20833333333333334,0.25,pos
20140115,The Morning Download: CIOs Downgrade Cybersecurity,0.0,0.0,neu
20140115,Taking a Moral Stand in the Investing World,0.0,0.25,neu
20140115,Companies Power Up a Chilly Bond Market,-0.6,0.9,neg
20140115,Morning MoneyBeat: Will Someone Please Pump Up the Volume?,0.0,0.0,neu
20140115,Review: Boards That Lead,0.0,0.0,neu
20140115,The Morning Ledger: Production Boost Carries Risks for Auto Makers,0.0,0.0,neu
20140116,It's in the 'Public Interest' to Monitor Apple's Antitrust Reforms Judge Says,0.0,0.06666666666666667,neu
20140116,Judge Denies Apple's Request to Remove Monitor,0.0,0.0,neu
20140116,TSMC Expects Revenue Rebound,0.0,0.0,neu
20140116,The Morning Download: Health Exchanges Hire CIOs,0.0,0.0,neu
20140116,NTT DoCoMo Deals Samsung a Setback,0.0,0.0,neu
20140116,EU Digital Chief Says Priority Is Pushing Bloc's Tech Changes,0.0,0.0,neu
20140116,Train Reading: A Blue Blue Christmas,0.0,0.1,neu
20140116,The Rise of China's Innovation Machine,0.0,0.0,neu
20140117,Nu Skin Faces New Pressure in China,0.13636363636363635,0.45454545454545453,pos
20140117,China goes native for new mobile operating system,0.13636363636363635,0.45454545454545453,pos
20140117,Will China Produce Global Tech Brands?,0.0,0.0,neu
20140117,China Mobile iPhone Packages Not Cheap,-0.2,0.7,neg
20140117,The Morning Download: IBM Makes Huge Bet on the Cloud,0.4000000000000001,0.9,pos
20140120,Nintendo's Woes Don't Mean Game Over For Its Consoles,-0.35625,0.54375,neg
20140120,Spotify Offers More Service Amid New Competition,0.24545454545454545,0.3181818181818182,pos
20140120,Apple E-Books Case Shines Light on Compliance Monitors,0.4,0.7,pos
20140120,Samsung to Face More Headwinds,0.5,0.5,pos
20140120,Showdown for Pandora,0.0,0.0,neu
20140121,FCC to Hold Major Auction of Wireless Airwaves,0.0625,0.5,pos
20140121,The Morning Risk Report: EU Sanctions Easing Opens Iran Oil Trade,0.0,0.0,neu
20140121,The Morning Download: IBM SAP Strategies Reflect Cloud's Economic Storm,0.2,0.2,pos
20140122,Icahn's Apple Position Tops $3 Billion,0.0,0.0,neu
20140122,U.S. Court Backs Apple in Patent Case,0.0,0.0,neu
20140122,Startup Behind Flipagram Seeks Investment at $300 Million Valuation,-0.4,0.7,neg
20140122,Icahn's Busy Wednesday: First Apple; Next eBay,0.11666666666666665,0.2111111111111111,pos
20140122,Icahn Buys More Apple Stock,0.5,0.5,pos
20140122,Hardware Startup Zepp Labs Raises $15M to Help Athletes Improve Their Game,-0.4,0.4,neg
20140122,Prosecutors Charge Former Foxconn Employees in Bribery Probe,0.0,0.0,neu
20140122,Icahn Calls for eBay to Split Up,0.0,0.0,neu
20140122,VMware to Purchase AirWatch for $1.54 Billion,0.0,0.0,neu
20140122,Greenlight Capital Takes Stakes in BP Anadarko Micron,0.0,0.0,neu
20140122,The Daily Startup: Intercom to Help Companies Treat Customers More Personally,0.16666666666666666,0.26666666666666666,pos
20140122,VMware to Buy AirWatch for $1.54 Billion,0.0,0.0,neu
20140123,The Morning Risk Report: SEC Investigating Whistleblower Retaliation Claims,-0.1,0.6,neg
20140123,Carl Icahn's Letter to Apple's Shareholders,0.0,0.0,neu
20140123,Icahn Buys Another $500 Million in Apple Shares Bringing Stake to $3.6 Billion,0.0,0.0,neu
20140123,Google-Powered Chromebooks Take Microsoft Apple to School,0.0,0.0,neu
20140123,Logitech swings to profit lifts guidance,0.0,0.0,neu
20140123,The Morning Download: Dropbox's $10 Billion Valuation Shows Pull of Consumerization,0.0,0.0,neu
20140123,Business Messaging Startup Intercom Nabs $23M,0.0,0.0,neu
20140123,Nokia Bodes Ill for Microsoft,-0.5,1.0,neg
20140123,Qualcomm Acquires Mobile Patents From Hewlett-Packard,0.0,0.0,neu
20140124,Apple's 16210% Rally as Mac Turns 30,0.0,0.0,neu
20140124,Apple Pushes Deeper Into Mobile Payments,0.0,0.0,neu
20140124,SEC Asking Companies More on Overseas Taxes,0.2,0.55,pos
20140124,GE Capital Imitating Consumer App Ecosystem,0.0,0.0,neu
20140124,Apple iPhones to Come Out With Bigger Screens,0.0,0.5,neu
20140124,Justice Department Urges Court to Resume Monitoring Apple's e-Book Pricing Reform,0.0,0.0,neu
20140124,Samsung Profit Growth Slows Sharply,-0.125,0.75,neg
20140124,Morning Links: Is This the Big Selloff Everyone Is Predicting?,0.0,0.1,neu
20140124,Wal-Mart Responds to Critical CCTV Report on Inspection Practices in China,0.0,0.8,neu
20140124,The Morning Download: Microsoft Soars on Cloud Devices Strategy,0.0,0.0,neu
20140124,The Surface and the Chromebook Offer Lessons on Innovation,0.0,0.0,neu
20140125,Hon Hai Bets on E-Commerce 4G,0.0,0.0,neu
20140126,Morning MoneyBeat Asia: The 'Big Beast' Gets Dragged Down,-0.07777777777777779,0.19444444444444448,neg
20140126,AHEAD OF THE TAPE: Apple Needs China Sales to Sparkle,0.0,0.0,neu
20140126,ESPN's Internet Rollout Tests Television Cash Cow,-0.13333333333333333,0.16666666666666666,neg
20140126,Foxconn Weighs Plan for U.S. Plant,0.0,0.0,neu
20140126,Samsung Google Sign Long-Term Patent License Deal,0.0,0.0,neu
20140126,Japan Trade Deficit Worst on Record,-1.0,1.0,neg
20140127,Stocks to Watch: Caterpillar Apple Rayonier,0.0,0.0,neu
20140127,Apple Earnings Preview: Good News Priced In?,0.7,0.6000000000000001,pos
20140127,Apple: S&P's Unlikely Laggard,-0.5,0.5,neg
20140127,Apple iPhone Sales Outlook Come Up Short,0.0,0.3,neu
20140127,5 Takeaways From Apple's First-Quarter Earnings,0.0,0.0,neu
20140127,Apple Earns $13.1 Billion; Shares Drop,0.0,0.0,neu
20140127,Asian Morning Briefing: U.S. Stocks Retreat,0.0,0.0,neu
20140127,Samsung Google Sign Patent-License Deal,0.0,0.0,neu
20140127,Justice Department Reaches Deal with Tech Firms on Data Requests,0.0,0.0,neu
20140127,Government Reaches Deal with Tech Firms on Data Requests,0.0,0.0,neu
20140127,Millennial Media's Co-Founder Resigns as CEO Chairman,0.0,0.0,neu
20140127,The Morning Download: 'Evolutionary' Innovation at Microsoft Google and GE,0.0,0.0,neu
20140127,Ericsson Samsung Reach Agreement on Global Patent Licenses,0.0,0.0,neu
20140127,LG Electronics's Mobile Unit Suffers Hit,-0.6,0.7,neg
20140128,Stocks to Watch: Apple Corning Seagate,0.0,0.0,neu
20140128,Apple's Drop By the Numbers,0.0,0.0,neu
20140128,Wall Street on Apple: 'Down But Not Out',-0.15555555555555559,0.2888888888888889,neg
20140128,What WSJ Canada Is Reading Tuesday,0.0,0.0,neu
20140128,J.C. Penney Abercrombie & Fitch: A Tale of Two Poison Pills,0.0,0.0,neu
20140128,J.C. Penney Lowers Threshold for Poison Pill,0.0,0.0,neu
20140128,Carl Icahn's Apple Buying Spree Continues,0.0,0.0,neu
20140128,The Morning Download: Apple Stumbles but Mobile Soars,0.0,0.0,neu
20140128,"Hair Color Startup Madison Reed Raises $12 million for ""Tech-Enabled Beauty""",0.0,0.0,neu
20140128,An Activist Investor Top 10: Carl Icahn Takes the Crown,0.5,0.5,pos
20140128,In China the Coolpad Is Hotter Than Apple's iPhone,0.0,0.0,neu
20140128,Apple Shares Hit Three-Month Lows,0.0,0.0,neu
20140128,Morning Links: Apple Can't Win,0.8,0.4,pos
20140128,Companies Adopt Bitter Medicine to Deter Activists,-0.1,0.5,neg
20140129,Investors Shed Dividend-Paying Stock Funds,0.0,0.0,neu
20140129,Motorola Deal to Give Lenovo a 'Shortcut' Into U.S. Market,0.0,0.0,neu
20140129,The Morning Download: Hardware Joins the Software Revolution,0.0,0.0,neu
20140129,Tim Hortons PC Brands Hold Sway with Canadians,0.0,0.0,neu
20140129,Amazon to Offer Kindle Checkout System to Physical Retailers,0.0,0.14285714285714285,neu
20140129,Qualcomm Posts Higher Revenue,0.25,0.5,pos
20140130,Lenovo-Google Deal Adds to Samsung's Smartphone Worries,0.0,0.0,neu
20140130,Indiegogo Raises $40M in Largest VC Investment Yet for Crowdfunding Startup,0.0,0.0,neu
20140130,Verizon Sells $500 Million in Debt,0.0,0.0,neu
20140130,Telenav Acquires Mapping Startup Skobbler for $24 Million,0.0,0.0,neu
20140130,The Morning Risk Report: Reputational Crisis China Style,0.0,0.0,neu
20140130,California Case Over Teacher Quality Puts Union on Defensive,0.0,0.0,neu
20140130,The Morning Download: Google Facebook Underscore Rise of Mobile,0.0,0.0,neu
20140130,The Morning Ledger: Pension Funding Upswing Spurs Strategic Rethink,0.0,0.0,neu
20140130,Google Sells Motorola Handset Business to Lenovo,0.0,0.0,neu
20140130,How Google's Costly Motorola Maneuver May Pay Off,0.0,0.0,neu
20140130,How Lenovo Built a Chinese Tech Giant,0.0,0.5,neu
20140131,The 10-Point: Gerard Baker on Youth Sports Lenovo Easing Lending Standards and More,0.5,0.5,pos
20140131,Judge Shows Compassion Toward Law Firm for Apple Leak,-0.2,0.4,neg
20140131,Google DeepMind Deal Hastens Computers That Think Like People,0.0,0.0,neu
20140131,South Korea's Smartphone Users Flex Global Muscles,0.0,0.0,neu
20140131,South Koreans Flex Smartphone Muscles,0.0,0.0,neu
20140131,The Morning Download: Microsoft CEO Search Nearing End,0.0,0.0,neu
20140202,With Tizen Samsung Bets on Cash Clout,0.0,0.0,neu
20140202,Microsoft's CEO Pick: a Safe Choice With Edge,0.5,0.5,pos
20140202,Stock Investors Brace for a Bumpy Ride,0.0,0.0,neu
20140202,Minskoff Built Astor Place Tower Despite Skeptics; Now Tenants Lining Up,0.0,0.0,neu
20140202,Samsung Challenge to Apple and Google Stumbles,0.0,0.0,neu
20140203,Apple Quietly Builds New Networks,0.06818181818181818,0.3939393939393939,pos
20140203,Microsoft's Likely CEO Pick: Satya Nadella from India to Insider,0.0,1.0,neu
20140203,AT&T Cuts Family Plan Pricing as Competition Heats Up,0.0,0.0,neu
20140203,SNB Expands Holdings of U.S. Equities,0.0,0.0,neu
20140203,Tech Firms Criticize Policies on Security Requests,0.0,0.0,neu
20140203,The Morning Risk Report: Temperature Falling on Climate Change Investments,0.0,0.0,neu
20140203,The Morning Download: How Google Is Developing a 'New Life Form',0.13636363636363635,0.45454545454545453,pos
20140204,Second Circuit Takes a Bite out of Apple,0.0,0.0,neu
20140204,Video: Apple Building New Networks Target Data Breach Longer Time Inc. Layoffs Coming,0.13636363636363635,0.45454545454545453,pos
20140204,Free Advice for New Microsoft SEO Satya Nadella,0.2681818181818182,0.6272727272727273,pos
20140204,As TVs Lose Luster Panasonic Pushes Lower-Key Products,0.0,0.0,neu
20140204,Microsoft Sets New CEO's Pay at $1.2 Million,0.13636363636363635,0.45454545454545453,pos
20140204,Obama's Internet Plan for Schools Speeds Up,0.0,0.0,neu
20140204,Morning Links: Buffett Bezos Brin Did Quite Well for Themselves Last Year,0.0,0.06666666666666667,neu
20140204,Why Melted Cheese Does the Trick,0.0,0.0,neu
20140204,AT&T Criticizes Russia's Antigay Law on Eve of Olympics,0.0,0.0,neu
20140204,Morning MoneyBeat: Selloff Puts Focus on Jobs Report,0.0,0.0,neu
20140204,Fingersoft Finds Simple Is Profitable,0.0,0.35714285714285715,neu
20140204,ARM Holdings Flags Strong Demand,0.4333333333333333,0.7333333333333333,pos
20140204,Multinationals Face Stepped-Up Scrutiny,0.0,0.0,neu
20140204,The Morning Download: Google Planning New Kind of Search,0.36818181818181817,0.6772727272727272,pos
20140204,A Wish List From Microsoft's Big Customers,0.0,0.1,neu
20140204,Apple Gains No Sympathy in Fighting Monitor,0.0,0.0,neu
